日期,类别,车次/航班/车牌,车厢/座位等,出发地,目的地,发布时间,引用
1月21,汽车,云AR5306,1831车次,昆明,腾冲,2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
1月21,汽车,晋C06600D,,阳泉北,阳泉,2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
1月21,汽车,鲁F29950,,烟台火车站,打捞局客运站,2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
1月21,公交,70路,,大同火车站脑科医院,曹夫楼社区站,2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
1月22,汽车,川R59013,,李渡镇,吉安镇,2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
1月22,机场巴士,蒙A55055,1号线2号车,呼和浩特机场,呼和浩特西客站,2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
1月23,汽车,渝A6G126,,斩草村,宝龙镇,2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
1月23,汽车,渝A3G389,,二郎,古溪车站,2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
1月23,汽车,渝C85905,,古溪车站,潼南(上城华府站),2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
1月23,汽车,川R60720,,南充,烈面镇,2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
1月23,汽车,云ML9829,,芒市,腾冲,2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
1月23,汽车,云A2B31W,,长水机场,昆明站,2020.1.30,https://mp.weixin.qq.com/s/cc5waFr95tamOPNndU3RzA
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
